grid_id,n,avg_total_time,avg_travel_time,avg_total_distance,avg_travel_distance
1kmN3384E4310,"18",43.1398148148148,17.3935185185185,8252.16666666667,6786.55555555556
1kmN3384E4311,"8",41.26875,13.5,7911.625,6295
1kmN3384E4312,"23",35.1384057971014,15.7898550724638,5805.73913043478,4684.47826086957
1kmN3384E4313,"27",36.537037037037,14.8154320987654,5760.74074074074,4517.18518518519
1kmN3384E4314,"44",36.2238636363636,16.2577519379845,6618.97727272727,5617.81395348837
1kmN3384E4315,"30",38.0744444444444,14.4097701149425,6597,5427.51724137931
1kmN3384E4316,"28",29.4666666666667,13.2307692307692,5618.03571428571,5016.80769230769
1kmN3384E4317,"82",27.9914634146341,10.6891111111111,4643.17073170732,3945
1kmN3384E4318,"146",26.9528538812785,10.1711352657005,4507.53424657534,3720.42753623188
1kmN3384E4319,"103",29.111003236246,11.3821666666667,5196.27184466019,4288.92
1kmN3384E4320,"64",29.67890625,11.5716666666667,5217.65625,4431.15
1kmN3384E4321,"8",30.5875,10.625,3469.5,2313.5
1kmN3384E4322,"84",31.0146825396825,13.9008438818565,5719.91666666667,4992.94936708861
1kmN3384E4323,"61",32.5814207650273,13.5798850574713,6189.14754098361,5337.62068965517
1kmN3384E4324,"67",30.105223880597,12.3113636363636,5791.83582089552,4835.40909090909
1kmN3384E4325,"41",33.650406504065,14.46125,6655.24390243902,5683.075
1kmN3384E4326,"29",34.1241379310345,12.9022988505747,5982.10344827586,4786.55172413793
1kmN3384E4327,"24",35.1006944444444,14.3231884057971,5325.70833333333,4283.13043478261
1kmN3384E4328,"19",41.3140350877193,21.4456140350877,8176.78947368421,7046.84210526316
1kmN3384E4329,"20",31.7083333333333,13.15,5108.4,4067.75
1kmN3384E4330,"9",42.9444444444444,19.8814814814815,7212.22222222222,5925.55555555556
1kmN3385E4304,"3",50.6333333333333,18.8055555555556,11452,9583
1kmN3385E4305,"2",33.2083333333333,6,4503.5,2906
1kmN3385E4306,"1",46.9166666666667,12,8259,6206
1kmN3385E4307,"12",45.8708333333333,21.4513888888889,11128.6666666667,9754.08333333333
1kmN3385E4308,"5",51.96,32.8333333333333,16989.6,16035.8
1kmN3385E4309,"10",37.315,15.9,6677,5435.9
1kmN3385E4310,"9",43.7388888888889,25.8888888888889,9373.88888888889,8410.11111111111
1kmN3385E4311,"17",40.3313725490196,19.2352941176471,7158.82352941176,5973.52941176471
1kmN3385E4312,"12",37.7805555555556,18.2638888888889,6260,5147.5
